course_id,subject,order_index
464,Describe the Well-Architected Framework,8
464,Explain the Shared Responsibility model,9
464,Describe security services with the AWS Cloud,10
464,Understand how an AWS Cloud migration strategy can help you meet your business objectives,11
464,Articulate the financial benefits of the AWS Cloud for an organization’s cost management,12
464,"Define the billing, account management, and pricing models",13
464,Understand how to use pricing tools to make cost-effective choices for AWS services,14
464,Understand how to prepare for the AWS Certified Cloud Practitioner exam,15
465,Colloquial Mandarin vocabulary used in daily life,1
465,Highly practical expressions in given Mandarin contexts,2
465,Listening skills for communicating with Chinese native speakers,3
465,Some basic and frequently used Chinese characters,4
465,How to utilize the course for self-study,5
466,How primary financial statements are constructed and what types of information is captured in each statement,1
466,How cash and profits can differ and how to use that information to effectively manage growth,2
466,How to calculate key performance ratios and use those metrics to evaluate the performance of your business,3
466,How to create a financial forecast that you can use to better manage your business and to present to potential investors and creditors,4
467,Operation principle of electric cars,1
467,Motors and power electronics in an electric car,2
467,Battery technology,3
467,"Relevant charging infrastructure technologies and innovations, such as smart charging",4
467,Future technology for EVs such as wireless charging and solar EVs,5
470,The foundations of people metrics and analytics.,1
470,How to apply the HR measurement cycle.,2
470,How to integrate people metrics into HR practices.,3
470,How to apply statistical techniques to provide people analytics.,4
470,Internal and external HR reporting using people metrics and analytics.,5
472,Fundamental laws of mechanics and orbital mechanics,1
472,Orbital maneuvers,2
472,Types of space missions and their objectives,3
472,Space environment,4
472,General concepts of space vehicle architecture,5
472,Propulsion,6
472,Attitude determination and control,7
472,Onboard systems,8
472,Risk management and reliability,9
472,"Key design elements for successful missions, in particular related to human spaceflight",10
473,CS50's Introduction to Computer ScienceHarvardX,1
473,Course,2
473,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
473,Executive Education,4
473,Supply Chain DesignMITx,5
473,Course,6
473,Data Structures & Algorithms IVGTx,7
473,Course,8
473,Exercising Leadership: Foundational PrinciplesHarvardX,9
473,Course,10
473,biomedical sciences,11
473,IsraelX: Essentials of Genomics and Biomedical Informatics,12
473,Increase your career opportunities84% of learners report more opportunities after earning their certificate.,13
473,Show off your hard work and dedicationYou’re learning fromIsraelX! That’s a big deal. Let others know about your achievements.,14
473,"Next Generation Sequencing, and in particular, the ability to sequence individual genomes at diminishing costs.",15
473,"Electronic Medical Records, and our ability to mine, using machine learning techniques, huge datasets of medical records.",16
473,"Wearable devices, the Web, social networks and crowdsourcing - exemplifying the surprising capacity to collect medical data using non-conventional resources.",17
473,Unlimited Access,18
473,World class institutions,19
473,Graded assessments,20
477,Principles of atmospheric science,1
477,Climate data collection and interpretation,2
477,Zero-dimensional Energy Balance Models,3
477,One-dimensional Energy Balanced Models,4
477,General Circulation Models,5
477,Carbon emissions scenarios,6
477,Future climate change projections,7
477,Impacts on human systems,8
477,Emissions reduction pathways,9
479,Accounting Concepts,1
479,Measuring Income,2
479,Recording Transactions,3
484,How to use a relational database,1
484,How to query data and shape results,2
484,How to write advanced queries and analytic functions,3
484,How to create and modify data in tables,4
486,Tools for how to interpret the roles religions play in contemporary conflicts;,1
486,How religions are internally diverse;,2
486,How religions evolve and change;,3
486,How religions are embedded in all human cultures;,4
488,Basic selection of CSS properties,1
488,Fundamental CSS selectors,2
488,Designing page layout through relative positioning with CSS,3
488,Best practices in Web design,4
489,To gain an understanding of the brain structures involved in decision-making and how they develop.,1
489,To gain an understanding of the neural mechanisms of decision-making processes and how these are influenced.,2
489,To gain an understanding of decision-making deficits and their role in psychological disorders.,3
489,To identify the key anatomical and physiological components of decision making from a neuropsychological perspective.,4
489,"To explain decision-making development in terms of executive function, the role of the prefrontal cortex and influences on development.",5
489,To outline decision-making deficits and roles of decision-making in psychological disorders,6
490,How to write a Web page,1
490,Concepts of a markup language,2
490,Basics of HTML5 and CSS,3
490,Web design and style,4
490,Page layout and flexbox,5
491,Basic knowledge on algorithms and Java programming,1
491,Develop programs with conditionals and loops,2
491,Design and implement recursive algorithms,3
491,Understand basic mechanisms of the OOP paradigm,4
491,Use and interpret the API of some of the most common Java classes,5
491,Develop simple programs in Java,6
493,"The history of blockchain technology, the evolution of digital money and the motivation for decentralized systems",1
493,Concepts of Cryptography and Hashing in the context of blockchains,2
493,Using Crypto wallets and Blockchain explorers,3
493,The security implications and limitations of Blockchain networks,4
493,The key differences between Proof of Work (PoW) and Proof of Stake (PoS),5
493,The advantages and disadvantages of the distributed consensus mechanisms,6
493,The different Blockchain nodes that help sustain a decentralized network,7
493,"Layer 0, Layer 1 and Layer 2 Blockchains and their key applications",8
493,"The technology powering Cryptocurrencies, Decentralized Finance (DeFi), NFTs and DAOs",9
493,The future prospects of Blockchain technology and Web3,10
495,Understand what creative thinking techniques are,1
495,Comprehend their importance in tackling global challenges as well as in everydayproblem-solving scenarios,2
495,Apply different brainstorming techniques in groupactivities,3
495,Be proficient in the application of the 6 thinking hats tool in different life scenarios,4
495,Develop a systematic approach to idea generation through the use of morphological analysis,5
495,"Innovate on an existing product, service or situation applying the SCAMPER method",6
495,"Get confident with the theory of inventive problem solving, called TRIZ",7
495,Select and apply the appropriate technique based on the opportunity to seize or the problem to tackle,8
496,"Qué es un programa y por qué merece la pena aprender a programar, las ventajas del lenguaje Python, cómo instalarlo y cómo utilizarlo",1
496,"La plataforma Anaconda, los Jupyter Labs y el entorno de desarrollo Spyder",2
496,"Las variables, expresiones y operadores lógicos en Python",3
496,"Las distintas formas de ejecución de un programa, secuencial, condicional e iterativa y los comandos Python para implementarlas: if, for y while",4
496,"Las funciones como herramienta para reutilizar código y su extensión, los módulos y los paquetes",5
496,Como trabajar con cadenas de texto en Python y qué son los códigos de caracteres,6
496,Como leer y escribir en ficheros de texto en Python y manejar de forma adecuada los códigos de caracteres,7
500,CS50's Introduction to Computer ScienceHarvardX,1
500,Course,2
500,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
500,Executive Education,4
500,Supply Chain DesignMITx,5
500,Course,6
500,Data Structures & Algorithms IVGTx,7
500,Course,8
500,Exercising Leadership: Foundational PrinciplesHarvardX,9
500,Course,10
500,WBGx: Introduction to Public Expenditure and Financial Accountability (PEFA),11
500,Increase your career opportunities84% of learners report more opportunities after earning their certificate.,12
500,Show off your hard work and dedicationYou’re learning fromWBGx! That’s a big deal. Let others know about your achievements.,13
500,Unlimited Access,14
500,World class institutions,15
500,Graded assessments,16
500,Earn a certificate,17
500,Access Expires Jun 3,18
500,Learn Software Engineering,19
500,Learn Blockchain,20
505,Learn how influence works within organizations and industries,1
505,Understand your clients and learn to use emotions as a driver of their decision-making,2
505,Discover the tools to make your marketing and communication more efficient,3
505,Learn to offer practical value to positively influence your clients,4
506,Understand the 2030 Agenda for Sustainable Development,1
506,Definethe financing mechanisms for sustainable development and theSustainable Development Goals,2
506,"Acquire extended awareness and comfortable communication in Islamic finance, as well as enhanced understanding of Islamic finance principles and the requirements of Islamic finance partners",3
506,Build effective dialogue and partnerships within the global development community and Islamic finance stakeholders,4
506,Outline which program design and policy requirements may be needed to engage with Islamic finance,5
506,Identify projects and develop policies related to the Sustainable Development Goalsthat accommodate requirements pertaining to Islamic finance,6
506,Develop blended finance solutions combining Islamic social and commercial finance instruments with technology and innovation,7
506,Explorehow Islamic finance instruments and institutions can be utilized to support the Sustainable Development Goals through real-world case studies,8
507,Tools and techniques for funding a growing business,1
507,How to evaluate an idea for a new product or service and determine cost and benefits,2
507,"How to value a stock, bond, and company for business opportunities",3
509,"How segmentation, targeting and positioning methods can be used to acquire customers",1
509,"How to use the marketing mix; product, price, promotion and place",2
509,Consumer behavior and how you can leverage market data to grow your business,3
509,How to use marketing strategies to position your company for maximum value creation,4
510,décoder les mécanismes à l'oeuvre derrière nos stéréotypes,1
510,repérer comment la mise en scène de contenus peut nous manipuler,2
510,déterminer la fiabilité d'une information et de sa source,3
510,évaluer et interpréter la qualité d'une démarche scientifique,4
510,discuter de la place et des limites de la science aujourd'hui,5
511,"Use logical conditions to control the flow of a program via branch statements (if-else), repetition (for or while loop) and nesting of these structures",1
511,Create and modify arrays to store integer and floating point numbers and explain how arrays are organized in memory,2
511,Create null-terminated arrays of characters to store and modify strings (of characters),3
511,"Sort and search arrays of numbers and characters using bubble sort, selection sort, linear search and bisection",4
513,How the risk management process works as part of a compliance framework,1
513,"Use of frameworks to identify, assess and analyse risks in a business context",2
513,Application of appropriate risk responses,3
513,Design and integration strategies for reporting and communicating risks to various stakeholders,4
513,"Use of a monitor and review process, and application of risk management as an iterative process",5
515,Understand the value of measuring progress on the SDGs.,1
515,"Use the SDG Index and Dashboards as a tool for understanding SDG progress in your country, region, or city.",2
515,Differentiate between data sources and select the most appropriate source for different types of data.,3
515,Identify the steps necessary to construct an SDG Index.,4
516,Basic economic analysis of systems and their profitability (in a logistics context),1
516,Basic logistics and supply chain design principles,2
516,Taking a sustainability perspective using the triple bottom line of sustainability model,3
516,"A system’s perspective on a whole supply chain including design, sourcing, production, warehousing, distribution and transportation",4
517,CS50's Introduction to Computer ScienceHarvardX,1
517,Course,2
517,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
517,Executive Education,4
517,Supply Chain DesignMITx,5
517,Course,6
517,Data Structures & Algorithms IVGTx,7
517,Course,8
517,Exercising Leadership: Foundational PrinciplesHarvardX,9
517,Course,10
517,business communications,11
517,DoaneX: Business Communications - The Basics,12
517,Increase your career opportunities84% of learners report more opportunities after earning their certificate.,13
517,Show off your hard work and dedicationYou’re learning fromDoaneX! That’s a big deal. Let others know about your achievements.,14
517,Unlimited Access,15
517,World class institutions,16
517,Graded assessments,17
517,Earn a certificate,18
517,Access Expires Jun 17,19
517,Learn Software Engineering,20
518,Understand Management Information Systems (MIS) and their role in today’s organizations,1
518,Identify how MIS shapes and controls current (or prospective) jobs and how to use this insight to improve your own job performance and satisfaction and and enhance your career prospects,2
518,"Become familiar with the major trends in MIS and MIS infrastructures (Cloud, Big Data, ERPs, outsourcing) and how these evolutions will affect workplaces and business strategies",3
518,"Bridge the MIS-related second “digital gap” that exists, after basic computer literacy, in most professional jobs",4
521,The history of the recording industry,1
521,Today's music business structure,2
521,How to read and understand recording contactracts,3
521,How toprotect artisitic work with copyright,4
521,"The various roles in the industry, including managers, agents, and attorneys",5
521,How to build a musical brand,6
521,How to plan and organize live performances,7
522,"Explain the framework of the balance of payments and IIP and relevant indicators, such as the current, capital, and financial accounts balances.",1
522,"Apply core concepts and definitions relevant to the international accounts such as residence, economic territory, predominant center of economic interest, and accounting rules.",2
522,Classify cross-border transactions and positions according to the BPM6.,3
522,Record the main components of balance of payments and IIP.,4
522,"Explain the direct investment framework and its role in the economy, including as a source of financing.",5
522,Compare the different functional categories and understand the economic interpretation for each category.,6
522,Recognize the need for integration of the balance of payments with the IIP for producing consistent and coherent data.,7
524,Basic grammar terminology and understanding,1
524,How to write effective sentences and paragraphs,2
524,How to tackle writing introductions and conclusions,3
524,Strategies for writing longer texts and thesis statements,4
530,How DevOps is influencing software delivery and why it is important for IT operations personnel to skill up with DevOps practices.,1
530,How Cloud Computing has enabled organizations to rapidly build and deploy products and expand capacity.,2
530,"How the open container ecosystem, with Kubernetes in the lead, is truly revolutionizing software delivery and what role an Operations Engineer plays in it.",3
530,"The why, what and how of writing Infrastructure as a Code.",4
530,The role played by Continuous Integration in software delivery.,5
530,What is Continuous Deployment and Continuous Delivery and how does a deployment pipeline look like.,6
530,"The role played by Observability systems, what to observe and why.",7
532,How the construction industry is adapting to sustainability,1
532,Industry leaders in sustainability,2
532,Life cycle cost analysis of sustainable projects,3
532,How the latest construction process can be sustainable,4
532,How to manage the environmental impact of a project,5
532,Sustainable Facility Management,6
532,Is sustainable development cost effective?,7
532,Understanding natural resources in sustainable development projects,8
532,Project management controls in sustainable construction management projects,9
532,How to minimize construction waste,10
538,"Understand the legal framework of the European Union, including its key actors and decision-making procedures",1
538,Understand the main legal principles of EU law and how they evolved,2
538,Understand the normative function of EU law as well as its unique relationship with national and international law,3
538,Understand how the EU’s substantive law governs its economic system,4
538,Understand the law governing the EU's external relations,5
538,"Be able to read, understand and assess legislative texts pertaining to the EU, including the case law of the Court of Justice of the EU",6
539,Discuss the role of decision making in everyday life.,1
539,Distinguish between intrapersonal and interpersonal influences on decision making.,2
539,Describe the cognitive processes that affect decision making.,3
539,Describe the motivational processes that affect decision making.,4
539,Identify the ways decision making can be influenced by what other individuals say and do.,5
539,Discuss how group dynamics affect decision making.,6
539,Describe how intergroup relations can affect decision making.,7
542,How to study users in their own environment;,1
542,How to translate user insights into a design challenge that will spark creativity;,2
542,How to create a meaningful design to meet your challenge;,3
542,"How to design and to structure your projects with the support of design thinking, a model and several methods;",4
542,How to evaluate and present your design.,5
543,Explain and analyze nudges and how choices can alter a person’s behaviour,1
543,Understand decision making and its deep psychologicalprocesses.,2
543,Correlate human behviour with financial decisions.,3
543,Understand the various choices and strategies that we take in real life environment by practical examples.,4
544,"How to recognize theFlaw of Averages,a set of systematic errors that occur when uncertainties are represented by single numbers, usually an average. It explains why so many projects are behind schedule, beyond budget, and below projection.",1
544,"TheArithmetic of Uncertainty, which performs calculations with uncertain inputs, resulting in uncertain outputs from which you can calculate true average outcomes and the chances of achieving specified goals.",2
544,"How to createInteractive Simulationswhich may be shared with any Excel user without the need for add-ins or macros. The approach is just as at home in R, Python or any programming environment that supports arrays.",3
545,Build a Machine learning pipeline in PyTorch,1
545,Train Models in PyTorch.,2
545,Load large datasets,3
545,Train machine learning applications with PyTorch,4
545,Have the prerequisite Knowledge to apply to deep learning andhow to incorporate and Python libraries such as Numpy and Pandas with PyTorch,5
548,Diseñarás y evaluarás estrategias de marketing digital y social media acordes a los objetivos de tu negocio,1
548,Escogerás las mejores redes sociales dependiendo de la actividad de tu negocio y las necesidades de tus clientes,2
548,"Aprenderás a crear contenido de valor para tus clientes, con el objetivo de fomentar relaciones duraderas con ellos",3
548,"Crearás campañas publicitarias optimizadas en redes sociales como Facebook, Instagram, Linkedin o YouTube",4
548,Utilizarás WhatsApp como herramienta de marketing digital para tu negocio,5
548,Calendarizarás tus contenidos y tendrás a tu disposición herramientas gratuitas para ello,6
548,Gestionarás crisis de reputación en redes sociales y crearás planes de contingencia,7
554,build your emotional vocabulary,1
554,understand emotional intelligence,2
554,know how to build your emotional intelligence,3
554,understand the business case for emotional intelligence at work,4
554,understand the role of emotions at work,5
554,know the emotional characteristics of high performance teams,6
554,set SMART goals for development of emotional intelligence,7
554,where to learn the skills needing further development *,8
555,The effects of the position of the sun and solar irradiance on PV module performance,1
555,"Components of a PV system: PV modules, inverters, DC-DC converters, batteries, charge controllers and cables",2
555,The economics and impact on the grid of PV systems,3
556,Be able to apply techniques of calculus (learned in the first three semesters of a calculus sequence) to solve problems that arise in physics.,1
556,Derive and use the geometric series in calculations.,2
556,Manipulate power series expressions and employ them in physics contexts.,3
556,Calculate Taylor polynomials/series of common functions and use them in approximating functions,4
556,"Follow the development for how one integrates polynomials, rational functions of polynomials, square roots of quadratics, rational functions with square roots of quadratics, and why the procedure cannot solve integrals with square roots of quartics.",5
556,Solve integrals via parametric methods (differentiating under the integral sign) including techniques for introducing the parameter into the integrand,6
556,Set up and integrate multidimensional integrals with variable mass density and for moments of inertia.,7
556,Solve problems in multivariable integrals via the different integral theorems,8
556,Solve Laplace's equation for simple geometries,9
556,Compute the curl or divergence of a vector field and the gradient of a scalar function,10
556,Solve complex numbers arithmetic problems,11
556,Use calculus of residues to solve integrals,12
556,Use row reduction to solve simultaneous linear equations,13
556,"Calculate the determinant, inverse, and eigenvalues of matrices",14
556,Construct abstract vector spaces using the definitions of a vector space and generalized inner products,15
562,"Security basics: risk management, the “CIA” triad, and requirements.",1
562,Secure design principles: what are principles such as “least privilege” and how to apply these principles.,2
562,"Supply chain evaluation: tips on how to choose packages to reuse, and how to reuse them so that you can rapidly be alerted & update.",3
563,"Using containers, learn how to move applications quickly across any environment.",1
563,"Build cloud native applications using Docker, Kubernetes, OpenShift, and Istio.",2
563,Describe and leverage Kubernetes architecture to set up and use an entire lifecycle-based container management system.,3
563,"Create and leveragea YAML deployment file to configure and create resources such as pods, services, replicasets, and others in a declarative way.",4
566,computer graphics,1
566,"NewExecutive EducationExpert-led, fully supported courses that build career-critical skills",2
566,NewMaster's DegreesOnline degree programs from top universities,3
566,NewBachelor's DegreesBegin or complete a degree; fully online,4
566,"Raster vs Vector. (2023).Adobe. Retrieved April 3, 2023.",5
566,"8 Jobs in Computer Animation (Plus Other Industries To Work In). (2022).Indeed. Retrieved April 3, 2023.",6
566,"Web Developers and Digital Designers. (2022).U.S. Bureau of Labor Statistics. Retrieved April 3, 2023.",7
566,"How To Become a Web Developer or Digital Designer. (2022).U.S. Bureau of Labor Statistics. Retrieved April 3, 2023.",8
566,"How To Become a Graphic Designer. (2022).U.S. Bureau of Labor Statistics. Retrieved April 3, 2023.",9
568,"Master the basics of data analysis in Google Sheets with formatting, formulas, calculations, and charts.",1
568,Prepare data by importing from disparate sources and reducing noise with data cleaning tactics.,2
568,Evaluate the quality of your data and how to best use it.,3
568,Utilize out-of-box statistical visualizations to aid in your exploratory data analysis.,4
570,"How to construct projections of the real, external, government, and monetary sectors under the assumption of unchanged policy",1
570,How to generate sectoral forecasts that are consistent from accounting and behavioral perspectives,2
570,How to use a macroeconomic model to analyze the effects of policy changes,3
570,How to identify and appraise the economic vulnerabilities inherent in an emerging market economy,4
570,How to prepare a macroeconomic policy program scenario,5
571,Global poverty and exclusion as a multidimensional set of deprivations,1
571,"Key elements of the history, achievements, and remaining challenges of poverty and inequality around the world",2
571,Causes of poverty and inequality,3
571,"Tradeoffs and synergies across dimensions of sustainable development, including identity-based discrimination, climate vulnerability, and more",4
577,Use a framework for inclusive course design;,1
577,Reflect on the implications of social identities—both students' and instructors'—within the teaching and learning environment;,2
577,Identify evidence-based pedagogical strategies you would like to try;,3
577,Increase your confidence to model inclusivity and facilitate discussion when unexpected issues arise; and,4
577,"Assess your curriculum and discipline to identify historical patterns of exclusion and inclusion and discipline-specific approaches to thinking about diversity, equity, and inclusion.",5
578,Variability in the real world and implications for decision making,1
578,Data types and data quality with appropriate visualizations,2
578,"Apply data analysis to managerial decisions, especially in start-ups",3
578,Making effective decisions from no data to big data (what should we collect and then what do we do with all this data?),4
581,What thermodynamic functions govern heterogeneous equilibria and how to calculate these functions from measurable materials properties.,1
581,"Unary phase equilibria and first order phase transitions, metastability.",2
581,Thermodynamics of solutions and its application to binary phase equilibria and binary phase diagrams.,3
581,Thermodynamics of chemical reactions.,4
585,Discuss the key concepts involved in developing open source software (OSS).,1
585,"Know best practices for long term sustainability of projects, including how to respect and encourage diversity.",2
585,"Review open source software licensing issues, such as types (restrictive vs permissive) and explain how to choose the right one.",3
585,Have a good understanding of Linux systems and utilities.,4
585,Work comfortably at the command line.,5
586,"Health data analyst, who collects, organizes, and presents information related to different health initiatives.",1
586,"Lab director, who oversees staff, experiments, and data collection leading to solutions.",2
586,"Public health administrator, who can steer resources and funds to facilitate research and actions.",3
586,"Epidemiologist, who investigates patterns behind the causes of disease and injury.",4
586,"Professor, who teaches new learners foundational skills and the latest trends in biostatistics.",5
586,"Oral communication:Interact with medical directors, regulatory officials, and more.",6
586,"Writing:Communicate predictions, results, and solutions in written reports and slide decks.",7
586,Written and listening comprehension:Understand and analyze data being collected and presented.,8
586,Scientific thinking:Use scientific rules and methods to solve problems.,9
586,Judgment and decision making:Evaluate and select the appropriate and necessary tools.,10
586,Critical thinking:Weigh the pros and cons of various potential solutions.,11
586,"NewExecutive EducationExpert-led, fully supported courses that build career-critical skills",12
586,NewMaster's DegreesOnline degree programs from top universities,13
586,NewBachelor's DegreesBegin or complete a degree; fully online,14
586,"What Mathematicians and Statisticians Do. (2023).U.S. Bureau of Labor Statistics. Retrieved March 27, 2023.",15
587,Comprehend the construction project and construction process,1
587,Comparing the role of a general contractor and the two types of a construction manager,2
587,"The process of change management, change orders and contract modifications",3
587,The use of constructability reviews during the design phase,4
587,Understanding the need for preconstruction services and how it is applied in the construction industry,5
587,"The use of separate contracts where needed or required, and understanding contract documents",6
587,The application of project cost control in project management,7
587,Understanding how to manage complex projects and its contractual relationships,8
587,The comparison of lump sum bid contracts vs. negotiated contracts in both the private sector and the public arena,9
587,How to deal with the various stakeholders and how to use construction team members to collaborate with them,10
588,Describe the philosophical and interpretive foundations of qualitative research.,1
588,"Differentiate qualitative claims, methods, and analyses from quantitative claims, methods, and analyses.",2
588,"Explore, identify, and evaluate core qualitative traditions (phenomenology, narrative inquiry, constructivist grounded theory, ethnographic inquiry, and case study).",3
588,"Distinguish common methods (e.g., interviewing, focus groups) and analytical techniques (qualitative data analysis) used within and across core qualitative traditions.",4
588,Begin thinking about your own qualitative study of a topic in psychology.,5
590,Raw data translation into accessible visualizations for non-technical audiences.,1
590,Visual design theories and data analysis skills to help convey meaning,2
590,The importance of effective storytelling,3
591,To identify key elements in Six Sigma Implementations and deployment of Six Sigma into business processes and decision making.,1
591,"How to identify key stakeholders, utilize Six Sigma Teams, and introduce the basics of change management with continuous improvement.",2
591,"How to identify problem-solving techniques, metrics, and steps for doing a QFD or House of Quality.",3
591,"How to identify the customer, define how the customer worth is defined, and understand customer life cycle/loyalty.",4
591,"To utilize the steps to project management in LSS-SC through Six Sigma Process Methodology, (DMAIC – Define, Measure Analyze, Improve, and Control).",5
591,To implement “Lean” related to Six Sigma in Supply Chain and understand related flows in quality management and improvement projects.,6
593,Understand why digital marketing matters today,1
593,Understand changes in the digital landscape,2
593,Learn how to create innovative and impactful content,3
593,Learn how to create and use consumer personas,4
593,Conduct a competitor audit and analysis,5
593,Develop your own digital marketing strategy,6
597,How to evaluate the sustainability performance of buildings from materials,1
597,Ways to assess energy use,2
597,How to account for use of urban infrastructure,3
597,How to create a neighborhood model adequate for analysisand urban policy assessment,4
600,CS50's Introduction to Computer ScienceHarvardX,1
600,Course,2
600,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
600,Executive Education,4
600,Supply Chain DesignMITx,5
600,Course,6
600,Data Structures & Algorithms IVGTx,7
600,Course,8
600,Exercising Leadership: Foundational PrinciplesHarvardX,9
600,Course,10
600,Affordable & flexible,11
600,Undergraduate-level,12
600,Career advancement,13
600,In-demand career skills,14
600,Life-long learning,15
600,Learn Software Engineering,16
600,Learn Blockchain,17
600,Learn Computer Programming,18
600,Learn Architecture,19
600,Learn Project Management,20
601,Définir la GRH et ses acteurs,1
601,Identifier les influences des environnements externe et interne sur la GRH,2
601,Définir la mobilisation et les comportements types d'employés mobilisés,3
601,Distinguer les leviers de la mobilisation et de l'engagement des employés,4
601,Expliquer les processus d'acquisition des meilleurs employés,5
601,Interpréter des données en vue de recruter de la main-d’œuvre,6
601,Décrire le processus d'acquisition des meilleurs employés,7
601,"Interpréter des données en vue de sélectionner, intégrer les employés",8
601,Choisir les meilleures stratégies de rémunération pour optimiser le potentiel des employés,9
601,Choisir les meilleures stratégies de développement des compétences pour optimiser le potentiel des employés,10
601,Choisir les meilleures stratégies de gestion de la performance pour soutenir le rendement des employés,11
601,Identifier les trois volets de la santé au travail,12
601,Reconnaître les éléments essentiels d’un milieu de travail sain,13
605,How to identify commonalities in data definitions and functions,1
605,How to avoid repetition using abstraction,2
605,How to design functions that operate on graphs,3
605,How to design programs that search a given problem space to find a valid solution,4
606,Cardiac anatomy as seen on CT.,1
606,"Different types of cardiac CT examinations and their roles such as calcium score, CT coronary angiogram, CT pulmonary veins and TAVI.",2
606,How to interpret cardiac CT examinations and CT angiography.,3
606,How to acquire images at the scanner whilst reducing radiation dose and to do image post-processing for analysis.,4
606,"More advanced utilization of cardiac CT in coronary artery disease, such as ventricular function and CT FFR.",5
606,"Understanding and experience using dedicated software to interpret cardiac images, through our web forum.",6
606,在CT上看到的心脏解剖结构。,7
606,不同类型的心脏CT检查及其应用，如在钙评分，CT冠状动脉造影，CT肺静脉和TAVI中。,8
606,如何诠释心脏CT检查和CT血管造影检查。,9
606,如何进行图像扫描，并同时减少辐射剂量和如何进行图像后处理并分析结果。,10
606,心脏CT在冠状动脉疾病较为前沿的利用，如心室功能和CT FFR。,11
606,通过网络研讨会和论坛，了解并体验如何使用专用软件解读心脏图像。,12
607,Gain an understanding of what a social worker is and does.,1
607,Gain an understanding of the importance of the NASW Code of Ethics to the profession of social work.,2
607,"Define power, privilege, oppression, and intersectionality.",3
607,"Summarize common theories, frameworks, and perspectives in the social work profession.",4
607,"Describe the different levels of practice; micro, mezzo, macro.",5
608,The importance of the critical path and use of resource management,1
608,Project management techniques and best practices,2
608,"Project managers role in business development, marketing and design development",3
608,Comparison of negotiated contracts vs. bid contracting procedures in the construction industry,4
608,The life cycle of a project and how team members interact with each other on a project team,5
608,The budgeting process and cost management controls including project costs in the development of a project,6
608,Stakeholders involved in the project plan and the need for risk management controls,7
610,The history of the studio system,1
610,How to analyze a film,2
610,How Hollywood has responded to new technologies in the industry,3
610,The impact of global audiences on Hollywood,4
610,The relationship between Hollywood and independent media,5
610,How Hollywood has reacted to major political events,6
610,What the future holds for Hollywood,7
616,What is meant by ‘strategic’ talent management.,1
616,How to apply a talent management standard at your place of work.,2
616,Why talent management is imperative to business success.,3
616,How to identify interventions to support talent management in an organization.,4
616,What the main trendsare shaping the world of work (as well as its impacts).,5
616,What is ‘talent development’.,6
616,How to optimize and influence the rate of talent development.,7
626,formulate rigorous legal reasoning on the right to asylum and international protection of refugees.,1
626,define and apply the concepts of asylum and refugee status.,2
626,"analyze case law decisions of international, regional and national courts and tribunals relating to asylum and refugee law.",3
626,criticize or justify the reasoning of an asylum authority (administrative or judicial) in order to develop arguments in a decision or appeal.,4
626,question and imagine the future challenges in the field of asylum.,5
626,ensure well-constructed advocacy on international refugee law.,6
626,analyze asylum claims in details.,7
628,"Compare and contrast the basic assumptions found in functionalist theory, conflict theory, and symbolic interactionism theory.",1
628,Critique the advantages and disadvantages inherent in the most prominent research design methods employed by sociologists.,2
628,Explain the connection between culture and the process of socialization.,3
628,Discriminate between social interaction and social structure.,4
628,"Assess the nature of the family as a social institution from the functionalist theoretical perspective, the conflict theoretical perspective, and the symbolic interactionist theoretical perspective.",5
628,Explain the difference between primary groups and secondary groups.,6
628,"Assess important implications derived from social divisions based on race/ethnicity, social class, gender, and age.",7
628,Explain how historic social upheavals have resulted in significant social change.,8
630,Survey the transformation of contemporary Chinese literature through direct engagement with five books and author interviews,1
630,"Explore contemporary China from a range of perspectives including politics, ethics, culture, and gender",2
630,Understand how literature (particularly in the context of China) can become a source of political intervention and articulate tensions between authoritarianism and individual freedom.,3
630,"Develop your own approaches to modern literature, culture, and history via close reading, critical discussion, and analysis",4
630,Express ideas more clearly and confidently through the study of primary and secondary sources,5
632,CS50's Introduction to Computer ScienceHarvardX,1
632,Course,2
632,Artificial Intelligence: Implications for Business StrategyMIT Sloan School of Management,3
632,Executive Education,4
632,Supply Chain DesignMITx,5
632,Course,6
632,Data Structures & Algorithms IVGTx,7
632,Course,8
632,Exercising Leadership: Foundational PrinciplesHarvardX,9
632,Course,10
632,network security,11
632,EC-Council: Network Defense Essentials (NDE),12
632,Increase your career opportunities84% of learners report more opportunities after earning their certificate.,13
632,Show off your hard work and dedicationYou’re learning fromEC-Council! That’s a big deal. Let others know about your achievements.,14
632,Unlimited Access,15
632,World class institutions,16
632,Graded assessments,17
632,Earn a certificate,18
632,Access Expires May 27,19
632,Learn Software Engineering,20
635,"Essential algorithmic techniques - greedy algorithms, divide and conquer, binary search, sorting, dynamic programming",1
635,Best practices of implementing algorithms efficiently,2
635,Ways of testing and debugging programs,3
636,Categorize the primary social media platforms and engagementbenefits,1
636,Professionally assess your current social media activity,2
636,Create effective LinkedIn profiles and posts for maximum interaction,3
636,Communicate professionally with potential connections,4
636,Build a social media plan to advance your career goals,5
637,Compare and contrast skills in various segments of the sport industry.,1
